,Unnamed: 0,id,date,ticker,emo_label,senti_label,difference
0,4622,100013,2020-01-02,AAPL,disgust,bullish,-1.0275039672851562
1,4623,108001,2020-01-02,AAPL,optimism,bullish,-1.0275039672851562
2,4624,100007,2020-01-02,AAPL,amusement,bullish,-1.0275039672851562
3,4625,100008,2020-01-02,AAPL,anxiety,bullish,-1.0275039672851562
4,4626,100009,2020-01-02,AAPL,optimism,bullish,-1.0275039672851562
5,4627,100011,2020-01-02,AAPL,belief,bullish,-1.0275039672851562
6,4628,100012,2020-01-02,AAPL,optimism,bullish,-1.0275039672851562
7,4629,108003,2020-01-02,AAPL,surprise,bullish,-1.0275039672851562
8,4630,100016,2020-01-03,AAPL,ambiguous,bullish,-0.0699996948242187
9,4631,100017,2020-01-03,AAPL,belief,bullish,-0.0699996948242187
10,4632,100018,2020-01-03,AAPL,anxiety,bullish,-0.0699996948242187
11,4633,100027,2020-01-03,AAPL,anxiety,bearish,-0.0699996948242187
12,4634,100015,2020-01-03,AAPL,optimism,bullish,-0.0699996948242187
13,4635,109002,2020-01-03,AAPL,excitement,bullish,-0.0699996948242187
14,4636,100028,2020-01-06,AAPL,disgust,bullish,-1.5024948120117188
15,4637,100029,2020-01-06,AAPL,optimism,bullish,-1.5024948120117188
16,4638,100043,2020-01-07,AAPL,amusement,bullish,0.3624954223632812
17,4639,100056,2020-01-07,AAPL,anxiety,bearish,0.3624954223632812
18,4640,100057,2020-01-07,AAPL,anger,bearish,0.3624954223632812
19,4641,100067,2020-01-08,AAPL,confusion,bearish,-1.5074996948242188
20,4642,100059,2020-01-08,AAPL,disgust,bearish,-1.5074996948242188
21,4643,100070,2020-01-08,AAPL,optimism,bearish,-1.5074996948242188
22,4644,100073,2020-01-08,AAPL,disgust,bearish,-1.5074996948242188
23,4645,100077,2020-01-08,AAPL,excitement,bullish,-1.5074996948242188
24,4646,100058,2020-01-08,AAPL,ambiguous,bearish,-1.5074996948242188
25,4647,100088,2020-01-09,AAPL,amusement,bullish,-0.597503662109375
26,4648,100091,2020-01-09,AAPL,optimism,bullish,-0.597503662109375
27,4649,100099,2020-01-09,AAPL,belief,bullish,-0.597503662109375
28,4650,100103,2020-01-09,AAPL,belief,bullish,-0.597503662109375
29,4651,109011,2020-01-10,AAPL,anxiety,bullish,0.0675048828125
30,4652,100128,2020-01-10,AAPL,optimism,bullish,0.0675048828125
31,4653,100121,2020-01-10,AAPL,anxiety,bullish,0.0675048828125
32,4654,100112,2020-01-10,AAPL,ambiguous,bullish,0.0675048828125
33,4655,100133,2020-01-13,AAPL,amusement,bullish,-1.3299942016601562
34,4656,100132,2020-01-13,AAPL,excitement,bullish,-1.3299942016601562
35,4657,108016,2020-01-13,AAPL,anxiety,bullish,-1.3299942016601562
36,4658,100135,2020-01-13,AAPL,excitement,bullish,-1.3299942016601562
37,4659,100147,2020-01-14,AAPL,surprise,bullish,1.0050048828125
38,4660,109014,2020-01-14,AAPL,optimism,bullish,1.0050048828125
39,4661,100168,2020-01-14,AAPL,ambiguous,bearish,1.0050048828125
40,4662,100154,2020-01-14,AAPL,ambiguous,bullish,1.0050048828125
41,4663,100169,2020-01-15,AAPL,optimism,bearish,0.12750244140625
42,4664,100173,2020-01-15,AAPL,amusement,bearish,0.12750244140625
43,4665,100186,2020-01-15,AAPL,amusement,bearish,0.12750244140625
44,4666,109016,2020-01-15,AAPL,amusement,bearish,0.12750244140625
45,4667,109015,2020-01-15,AAPL,confusion,bearish,0.12750244140625
46,4668,100171,2020-01-15,AAPL,ambiguous,bearish,0.12750244140625
47,4669,100170,2020-01-15,AAPL,optimism,bearish,0.12750244140625
48,4670,100205,2020-01-16,AAPL,panic,bearish,-0.4124984741210937
49,4671,100207,2020-01-16,AAPL,anxiety,bearish,-0.4124984741210937
50,4672,100225,2020-01-17,AAPL,disgust,bullish,-0.6150054931640625
51,4673,100216,2020-01-17,AAPL,anxiety,bullish,-0.6150054931640625
52,4674,100231,2020-01-17,AAPL,anxiety,bullish,-0.6150054931640625
53,4675,100240,2020-01-21,AAPL,disgust,bearish,0.154998779296875
54,4676,100284,2020-01-23,AAPL,confusion,bullish,-0.3274993896484375
55,4677,100281,2020-01-23,AAPL,optimism,bullish,-0.3274993896484375
56,4678,100289,2020-01-23,AAPL,anxiety,bullish,-0.3274993896484375
57,4679,100307,2020-01-24,AAPL,depression,bearish,0.4850006103515625
58,4680,100318,2020-01-27,AAPL,optimism,bearish,0.277496337890625
59,4681,100316,2020-01-27,AAPL,ambiguous,bearish,0.277496337890625
60,4682,100315,2020-01-27,AAPL,optimism,bearish,0.277496337890625
61,4683,109031,2020-01-27,AAPL,optimism,bearish,0.277496337890625
62,4684,100317,2020-01-27,AAPL,anxiety,bearish,0.277496337890625
63,4685,100328,2020-01-28,AAPL,anger,bearish,-1.2724990844726562
64,4686,100323,2020-01-28,AAPL,disgust,bearish,-1.2724990844726562
65,4687,100340,2020-01-28,AAPL,optimism,bullish,-1.2724990844726562
66,4688,100337,2020-01-28,AAPL,excitement,bullish,-1.2724990844726562
67,4689,109033,2020-01-28,AAPL,excitement,bullish,-1.2724990844726562
68,4690,100338,2020-01-28,AAPL,confusion,bullish,-1.2724990844726562
69,4691,100339,2020-01-28,AAPL,ambiguous,bullish,-1.2724990844726562
70,4692,109034,2020-01-28,AAPL,amusement,bullish,-1.2724990844726562
71,4693,100333,2020-01-28,AAPL,anxiety,bearish,-1.2724990844726562
72,4694,100343,2020-01-28,AAPL,confusion,bullish,-1.2724990844726562
73,4695,108039,2020-01-28,AAPL,belief,bullish,-1.2724990844726562
74,4696,108040,2020-01-28,AAPL,anxiety,bullish,-1.2724990844726562
75,4697,100336,2020-01-28,AAPL,excitement,bullish,-1.2724990844726562
76,4698,100366,2020-01-29,AAPL,optimism,bullish,0.0275039672851562
77,4699,100361,2020-01-29,AAPL,amusement,bullish,0.0275039672851562
78,4700,100360,2020-01-29,AAPL,optimism,bullish,0.0275039672851562
79,4701,100345,2020-01-29,AAPL,optimism,bullish,0.0275039672851562
80,4702,100349,2020-01-29,AAPL,belief,bullish,0.0275039672851562
81,4703,109039,2020-01-29,AAPL,ambiguous,bullish,0.0275039672851562
82,4704,109036,2020-01-29,AAPL,confusion,bullish,0.0275039672851562
83,4705,109048,2020-01-30,AAPL,depression,bearish,-0.8324966430664062
84,4706,100405,2020-01-30,AAPL,disgust,bullish,-0.8324966430664062
85,4707,100441,2020-01-31,AAPL,anxiety,bearish,2.8549957275390625
86,4708,108053,2020-01-31,AAPL,ambiguous,bearish,2.8549957275390625
87,4709,109057,2020-01-31,AAPL,optimism,bearish,2.8549957275390625
88,4710,109052,2020-01-31,AAPL,ambiguous,bearish,2.8549957275390625
89,4711,100445,2020-01-31,AAPL,anger,bearish,2.8549957275390625
90,4712,100451,2020-01-31,AAPL,panic,bearish,2.8549957275390625
91,4713,100458,2020-02-03,AAPL,disgust,bearish,-1.0900039672851562
92,4714,100459,2020-02-03,AAPL,ambiguous,bearish,-1.0900039672851562
93,4715,100460,2020-02-03,AAPL,disgust,bearish,-1.0900039672851562
94,4716,100508,2020-02-04,AAPL,ambiguous,bearish,-0.8850021362304688
95,4717,100559,2020-02-05,AAPL,excitement,bullish,0.5174942016601562
96,4718,100564,2020-02-05,AAPL,amusement,bullish,0.5174942016601562
97,4719,100621,2020-02-06,AAPL,excitement,bullish,-0.6599960327148438
98,4720,100636,2020-02-06,AAPL,amusement,bullish,-0.6599960327148438
99,4721,100657,2020-02-07,AAPL,disgust,bearish,0.5849990844726562
100,4722,100662,2020-02-07,AAPL,panic,bearish,0.5849990844726562
101,4723,100665,2020-02-07,AAPL,anger,bearish,0.5849990844726562
102,4724,100672,2020-02-10,AAPL,optimism,bullish,-1.842498779296875
103,4725,109082,2020-02-10,AAPL,optimism,bullish,-1.842498779296875
104,4726,109083,2020-02-10,AAPL,disgust,bullish,-1.842498779296875
105,4727,100690,2020-02-11,AAPL,disgust,bearish,0.9975051879882812
106,4728,100706,2020-02-12,AAPL,anxiety,bearish,-1.4325027465820312
107,4729,100707,2020-02-12,AAPL,optimism,bearish,-1.4325027465820312
108,4730,100714,2020-02-12,AAPL,ambiguous,bullish,-1.4325027465820312
109,4731,100768,2020-02-14,AAPL,confusion,bearish,-0.0525054931640625
110,4732,100770,2020-02-14,AAPL,ambiguous,bearish,-0.0525054931640625
111,4733,100791,2020-02-18,AAPL,amusement,bearish,-0.910003662109375
112,4734,100789,2020-02-18,AAPL,anxiety,bearish,-0.910003662109375
113,4735,100788,2020-02-18,AAPL,disgust,bearish,-0.910003662109375
114,4736,100786,2020-02-18,AAPL,anxiety,bearish,-0.910003662109375
115,4737,100787,2020-02-18,AAPL,panic,bearish,-0.910003662109375
116,4738,100790,2020-02-18,AAPL,panic,bearish,-0.910003662109375
117,4739,108095,2020-02-18,AAPL,anxiety,bearish,-0.910003662109375
118,4740,100798,2020-02-19,AAPL,anxiety,bearish,-0.904998779296875
119,4741,100820,2020-02-19,AAPL,excitement,bullish,-0.904998779296875
120,4742,100815,2020-02-19,AAPL,confusion,bullish,-0.904998779296875
121,4743,100836,2020-02-20,AAPL,disgust,bearish,0.5825042724609375
122,4744,100832,2020-02-20,AAPL,optimism,bullish,0.5825042724609375
123,4745,109105,2020-02-20,AAPL,excitement,bearish,0.5825042724609375
124,4746,100845,2020-02-21,AAPL,anxiety,bearish,1.3925018310546875
125,4747,100848,2020-02-21,AAPL,optimism,bearish,1.3925018310546875
126,4748,100852,2020-02-21,AAPL,ambiguous,bearish,1.3925018310546875
127,4749,100857,2020-02-21,AAPL,anxiety,bearish,1.3925018310546875
128,4750,100858,2020-02-21,AAPL,anxiety,bearish,1.3925018310546875
129,4751,100860,2020-02-21,AAPL,anxiety,bearish,1.3925018310546875
130,4752,100839,2020-02-21,AAPL,anxiety,bearish,1.3925018310546875
131,4753,100877,2020-02-24,AAPL,excitement,bearish,-0.2299957275390625
132,4754,100865,2020-02-24,AAPL,ambiguous,bearish,-0.2299957275390625
133,4755,100866,2020-02-24,AAPL,panic,bearish,-0.2299957275390625
134,4756,108103,2020-02-24,AAPL,optimism,bearish,-0.2299957275390625
135,4757,108102,2020-02-24,AAPL,optimism,bearish,-0.2299957275390625
136,4758,100867,2020-02-24,AAPL,anxiety,bearish,-0.2299957275390625
137,4759,100881,2020-02-25,AAPL,excitement,bearish,3.2175064086914062
138,4760,100883,2020-02-25,AAPL,anger,bearish,3.2175064086914062
139,4761,100890,2020-02-25,AAPL,disgust,bearish,3.2175064086914062
140,4762,100906,2020-02-25,AAPL,excitement,bearish,3.2175064086914062
141,4763,100909,2020-02-25,AAPL,disgust,bearish,3.2175064086914062
142,4764,109116,2020-02-25,AAPL,optimism,bearish,3.2175064086914062
143,4765,100953,2020-02-26,AAPL,anxiety,bearish,-1.529998779296875
144,4766,100946,2020-02-26,AAPL,disgust,bearish,-1.529998779296875
145,4767,100936,2020-02-26,AAPL,anger,bearish,-1.529998779296875
146,4768,100917,2020-02-26,AAPL,anxiety,bearish,-1.529998779296875
147,4769,100951,2020-02-26,AAPL,confusion,bearish,-1.529998779296875
148,4770,100943,2020-02-26,AAPL,anxiety,bearish,-1.529998779296875
149,4771,100972,2020-02-27,AAPL,optimism,bullish,1.8950042724609375
150,4772,101056,2020-02-28,AAPL,anxiety,bearish,-4.024993896484375
151,4773,101054,2020-02-28,AAPL,amusement,bearish,-4.024993896484375
152,4774,101053,2020-02-28,AAPL,depression,bearish,-4.024993896484375
153,4775,101032,2020-02-28,AAPL,disgust,bearish,-4.024993896484375
154,4776,101017,2020-02-28,AAPL,anger,bearish,-4.024993896484375
155,4777,101013,2020-02-28,AAPL,panic,bearish,-4.024993896484375
156,4778,101031,2020-02-28,AAPL,excitement,bearish,-4.024993896484375
157,4779,101072,2020-03-02,AAPL,amusement,bullish,-4.132499694824219
158,4780,101070,2020-03-02,AAPL,ambiguous,bullish,-4.132499694824219
159,4781,101073,2020-03-02,AAPL,excitement,bullish,-4.132499694824219
160,4782,101083,2020-03-02,AAPL,ambiguous,bullish,-4.132499694824219
161,4783,101078,2020-03-02,AAPL,optimism,bullish,-4.132499694824219
162,4784,101077,2020-03-02,AAPL,optimism,bullish,-4.132499694824219
163,4785,101069,2020-03-02,AAPL,excitement,bullish,-4.132499694824219
164,4786,101075,2020-03-02,AAPL,excitement,bullish,-4.132499694824219
165,4787,101068,2020-03-02,AAPL,optimism,bullish,-4.132499694824219
166,4788,101067,2020-03-02,AAPL,belief,bullish,-4.132499694824219
167,4789,101066,2020-03-02,AAPL,optimism,bullish,-4.132499694824219
168,4790,101074,2020-03-02,AAPL,excitement,bullish,-4.132499694824219
169,4791,101076,2020-03-02,AAPL,amusement,bullish,-4.132499694824219
170,4792,101071,2020-03-02,AAPL,surprise,bullish,-4.132499694824219
171,4793,101106,2020-03-02,AAPL,belief,bullish,-4.132499694824219
172,4794,101097,2020-03-02,AAPL,ambiguous,bullish,-4.132499694824219
173,4795,109140,2020-03-02,AAPL,excitement,bullish,-4.132499694824219
174,4796,109141,2020-03-02,AAPL,excitement,bullish,-4.132499694824219
175,4797,109142,2020-03-02,AAPL,ambiguous,bullish,-4.132499694824219
176,4798,109145,2020-03-02,AAPL,optimism,bullish,-4.132499694824219
177,4799,101090,2020-03-02,AAPL,ambiguous,bullish,-4.132499694824219
178,4800,108125,2020-03-02,AAPL,amusement,bullish,-4.132499694824219
179,4801,108119,2020-03-02,AAPL,ambiguous,bullish,-4.132499694824219
180,4802,108118,2020-03-02,AAPL,disgust,bullish,-4.132499694824219
181,4803,101089,2020-03-02,AAPL,surprise,bullish,-4.132499694824219
182,4804,101084,2020-03-02,AAPL,optimism,bullish,-4.132499694824219
183,4805,101098,2020-03-02,AAPL,ambiguous,bullish,-4.132499694824219
184,4806,101160,2020-03-03,AAPL,anxiety,bearish,3.5875015258789062
185,4807,101128,2020-03-03,AAPL,surprise,bullish,3.5875015258789062
186,4808,109147,2020-03-03,AAPL,optimism,bullish,3.5875015258789062
187,4809,101126,2020-03-03,AAPL,amusement,bullish,3.5875015258789062
188,4810,101124,2020-03-03,AAPL,ambiguous,bullish,3.5875015258789062
189,4811,101156,2020-03-03,AAPL,confusion,bullish,3.5875015258789062
190,4812,101151,2020-03-03,AAPL,anxiety,bullish,3.5875015258789062
191,4813,101140,2020-03-03,AAPL,anxiety,bullish,3.5875015258789062
192,4814,108132,2020-03-03,AAPL,ambiguous,bullish,3.5875015258789062
193,4815,108127,2020-03-03,AAPL,ambiguous,bullish,3.5875015258789062
194,4816,101145,2020-03-03,AAPL,ambiguous,bullish,3.5875015258789062
195,4817,101147,2020-03-03,AAPL,anxiety,bullish,3.5875015258789062
196,4818,101191,2020-03-04,AAPL,confusion,bearish,-1.5749969482421875
197,4819,101203,2020-03-04,AAPL,anger,bullish,-1.5749969482421875
198,4820,108139,2020-03-04,AAPL,disgust,bearish,-1.5749969482421875
199,4821,101212,2020-03-04,AAPL,excitement,bullish,-1.5749969482421875
200,4822,101205,2020-03-04,AAPL,optimism,bullish,-1.5749969482421875
201,4823,101202,2020-03-04,AAPL,surprise,bullish,-1.5749969482421875
202,4824,101195,2020-03-04,AAPL,anxiety,bearish,-1.5749969482421875
203,4825,101201,2020-03-04,AAPL,amusement,bullish,-1.5749969482421875
204,4826,108145,2020-03-05,AAPL,optimism,bullish,0.649993896484375
205,4827,101248,2020-03-05,AAPL,anxiety,bearish,0.649993896484375
206,4828,101250,2020-03-05,AAPL,anxiety,bearish,0.649993896484375
207,4829,101242,2020-03-05,AAPL,amusement,bullish,0.649993896484375
208,4830,101229,2020-03-05,AAPL,amusement,bullish,0.649993896484375
209,4831,101231,2020-03-05,AAPL,surprise,bullish,0.649993896484375
210,4832,101217,2020-03-05,AAPL,optimism,bullish,0.649993896484375
211,4833,101215,2020-03-05,AAPL,belief,bullish,0.649993896484375
212,4834,101222,2020-03-05,AAPL,confusion,bullish,0.649993896484375
213,4835,108154,2020-03-06,AAPL,anxiety,bearish,-1.7574996948242188
214,4836,101281,2020-03-06,AAPL,anger,bearish,-1.7574996948242188
