id,date,ticker,emo_label,senti_label,Open,High,Low,Close,Adj Close,Volume
108002,2020-01-02,TSLA,optimism,bullish,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,28.68400001525879,142981500.0
100025,2020-01-03,TSLA,optimism,bullish,29.36666679382324,30.266666412353516,29.128000259399418,29.534000396728516,29.534000396728516,266677500.0
100019,2020-01-03,TSLA,excitement,bullish,29.36666679382324,30.266666412353516,29.128000259399418,29.534000396728516,29.534000396728516,266677500.0
100020,2020-01-03,TSLA,anger,bullish,29.36666679382324,30.266666412353516,29.128000259399418,29.534000396728516,29.534000396728516,266677500.0
100021,2020-01-03,TSLA,amusement,bullish,29.36666679382324,30.266666412353516,29.128000259399418,29.534000396728516,29.534000396728516,266677500.0
100023,2020-01-03,TSLA,belief,bullish,29.36666679382324,30.266666412353516,29.128000259399418,29.534000396728516,29.534000396728516,266677500.0
100024,2020-01-03,TSLA,amusement,bullish,29.36666679382324,30.266666412353516,29.128000259399418,29.534000396728516,29.534000396728516,266677500.0
100031,2020-01-06,TSLA,anger,bullish,29.364667892456055,30.104000091552734,29.333332061767575,30.1026668548584,30.1026668548584,151995000.0
100033,2020-01-06,TSLA,ambiguous,bullish,29.364667892456055,30.104000091552734,29.333332061767575,30.1026668548584,30.1026668548584,151995000.0
100034,2020-01-06,TSLA,anxiety,bullish,29.364667892456055,30.104000091552734,29.333332061767575,30.1026668548584,30.1026668548584,151995000.0
100035,2020-01-06,TSLA,optimism,bullish,29.364667892456055,30.104000091552734,29.333332061767575,30.1026668548584,30.1026668548584,151995000.0
100049,2020-01-07,TSLA,confusion,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100050,2020-01-07,TSLA,optimism,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100052,2020-01-07,TSLA,optimism,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
108006,2020-01-07,TSLA,ambiguous,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
108005,2020-01-07,TSLA,panic,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100055,2020-01-07,TSLA,disgust,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100054,2020-01-07,TSLA,optimism,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100047,2020-01-07,TSLA,optimism,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100048,2020-01-07,TSLA,belief,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100041,2020-01-07,TSLA,amusement,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
108008,2020-01-07,TSLA,excitement,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100036,2020-01-07,TSLA,anger,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100044,2020-01-07,TSLA,optimism,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100039,2020-01-07,TSLA,belief,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100040,2020-01-07,TSLA,optimism,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100037,2020-01-07,TSLA,excitement,bullish,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500.0
100081,2020-01-08,TSLA,excitement,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100076,2020-01-08,TSLA,excitement,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100075,2020-01-08,TSLA,ambiguous,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100074,2020-01-08,TSLA,optimism,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100072,2020-01-08,TSLA,amusement,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100071,2020-01-08,TSLA,ambiguous,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100068,2020-01-08,TSLA,amusement,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100066,2020-01-08,TSLA,excitement,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100082,2020-01-08,TSLA,optimism,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100063,2020-01-08,TSLA,anxiety,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100062,2020-01-08,TSLA,excitement,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100061,2020-01-08,TSLA,optimism,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100060,2020-01-08,TSLA,excitement,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100069,2020-01-08,TSLA,confusion,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100065,2020-01-08,TSLA,excitement,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
108011,2020-01-08,TSLA,amusement,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
108010,2020-01-08,TSLA,optimism,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
109004,2020-01-08,TSLA,belief,bullish,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500.0
100093,2020-01-09,TSLA,amusement,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100105,2020-01-09,TSLA,excitement,bearish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100097,2020-01-09,TSLA,excitement,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100092,2020-01-09,TSLA,amusement,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100090,2020-01-09,TSLA,excitement,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100089,2020-01-09,TSLA,excitement,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100087,2020-01-09,TSLA,optimism,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100086,2020-01-09,TSLA,excitement,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100085,2020-01-09,TSLA,optimism,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100084,2020-01-09,TSLA,excitement,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100101,2020-01-09,TSLA,optimism,bearish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100083,2020-01-09,TSLA,amusement,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
109006,2020-01-09,TSLA,disgust,bullish,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000.0
100117,2020-01-10,TSLA,anxiety,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100126,2020-01-10,TSLA,confusion,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100116,2020-01-10,TSLA,ambiguous,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100114,2020-01-10,TSLA,ambiguous,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100111,2020-01-10,TSLA,anxiety,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100110,2020-01-10,TSLA,anxiety,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100107,2020-01-10,TSLA,anger,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100119,2020-01-10,TSLA,optimism,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
108013,2020-01-10,TSLA,optimism,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100125,2020-01-10,TSLA,panic,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100124,2020-01-10,TSLA,anxiety,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100123,2020-01-10,TSLA,anger,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100122,2020-01-10,TSLA,anger,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
108012,2020-01-10,TSLA,optimism,bearish,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,31.87666702270508,194392500.0
100136,2020-01-13,TSLA,amusement,bullish,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000.0
100134,2020-01-13,TSLA,excitement,bullish,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000.0
100137,2020-01-13,TSLA,excitement,bullish,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000.0
100144,2020-01-13,TSLA,excitement,bullish,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000.0
100139,2020-01-13,TSLA,disgust,bullish,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000.0
100140,2020-01-13,TSLA,anxiety,bullish,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000.0
100142,2020-01-13,TSLA,ambiguous,bullish,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000.0
109012,2020-01-13,TSLA,panic,bullish,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000.0
100138,2020-01-13,TSLA,belief,bullish,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000.0
108018,2020-01-14,TSLA,disgust,bullish,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000.0
109013,2020-01-14,TSLA,excitement,bullish,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000.0
108020,2020-01-14,TSLA,disgust,bullish,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000.0
108021,2020-01-14,TSLA,optimism,bullish,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000.0
100146,2020-01-14,TSLA,panic,bullish,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000.0
100149,2020-01-14,TSLA,optimism,bullish,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000.0
100151,2020-01-14,TSLA,amusement,bullish,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000.0
100153,2020-01-14,TSLA,excitement,bullish,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000.0
