id,date,ticker,emo_label,senti_label,Open,High,Low,Close,Adj Close,Volume,processed,difference
100022,2020-01-03,AMZN,amusement,bullish,93.2249984741211,94.30999755859376,93.2249984741211,93.74849700927734,93.74849700927734,75288000.0,,-0.52349853515625
100030,2020-01-06,AMZN,depression,bullish,93.0,95.18450164794922,93.0,95.1439971923828,95.1439971923828,81236000.0,,-2.1439971923827983
100053,2020-01-07,AMZN,optimism,bullish,95.2249984741211,95.69450378417967,94.60199737548828,95.34300231933594,95.34300231933594,80898000.0,,-0.11800384521484375
100096,2020-01-09,AMZN,belief,bearish,95.49449920654295,95.89099884033205,94.79000091552734,95.05249786376952,95.05249786376952,63346000.0,,0.4420013427734375
109009,2020-01-10,AMZN,anxiety,bullish,95.26850128173828,95.34700012207033,94.0,94.15799713134766,94.15799713134766,57074000.0,,1.110504150390625
100152,2020-01-14,AMZN,optimism,bullish,94.29399871826172,94.35549926757812,92.92749786376952,93.47200012207033,93.47200012207033,68818000.0,,0.821998596191392
100208,2020-01-16,AMZN,amusement,bullish,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,93.89700317382812,53190000.0,,0.25249481201171875
100243,2020-01-21,AMZN,excitement,bullish,93.25,94.7135009765625,93.0,94.5999984741211,94.5999984741211,74156000.0,,-1.3499984741210938
100245,2020-01-21,AMZN,belief,bullish,93.25,94.7135009765625,93.0,94.5999984741211,94.5999984741211,74156000.0,,-1.3499984741210938
100300,2020-01-24,AMZN,anxiety,bearish,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,93.08200073242188,75324000.0,,1.4864959716796875
100347,2020-01-29,AMZN,optimism,bullish,93.1999969482422,93.7375030517578,92.7509994506836,92.9000015258789,92.9000015258789,41760000.0,,0.29999542236329546
100388,2020-01-30,AMZN,belief,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100393,2020-01-30,AMZN,optimism,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100404,2020-01-30,AMZN,confusion,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100409,2020-01-30,AMZN,surprise,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100410,2020-01-30,AMZN,surprise,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100411,2020-01-30,AMZN,ambiguous,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100413,2020-01-30,AMZN,excitement,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100415,2020-01-30,AMZN,amusement,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100412,2020-01-30,AMZN,surprise,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100420,2020-01-30,AMZN,disgust,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
108045,2020-01-30,AMZN,optimism,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
108048,2020-01-30,AMZN,anxiety,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
109049,2020-01-30,AMZN,belief,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
109050,2020-01-30,AMZN,amusement,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100418,2020-01-30,AMZN,amusement,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100416,2020-01-30,AMZN,anxiety,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100421,2020-01-30,AMZN,belief,bullish,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,93.53399658203124,126548000.0,,-0.6339950561523295
100438,2020-01-31,AMZN,belief,bullish,102.57350158691406,102.78600311279295,100.1135025024414,100.43599700927734,100.43599700927734,311346000.0,,2.1375045776367188
100439,2020-01-31,AMZN,belief,bullish,102.57350158691406,102.78600311279295,100.1135025024414,100.43599700927734,100.43599700927734,311346000.0,,2.1375045776367188
100434,2020-01-31,AMZN,optimism,bullish,102.57350158691406,102.78600311279295,100.1135025024414,100.43599700927734,100.43599700927734,311346000.0,,2.1375045776367188
109053,2020-01-31,AMZN,surprise,bullish,102.57350158691406,102.78600311279295,100.1135025024414,100.43599700927734,100.43599700927734,311346000.0,,2.1375045776367188
